Date,Headline,Snippet,Headline_Cleaned,Snippet_Cleaned,Headline_Keywords,Headline_Stopwords,Headline_Tokens,Sentiment_Values,Sentiment,Snippet_Sentiment_Values,Snippet_Sentiment,Headline_polarity,Snippet_polarity
2016-10-10,Watch the Debate With Our Columnists,"Follow along, and discuss, the second presidential debate with our columnists Frank Bruni, Roger Cohen, Gail Collins, and Ross Douthat.",Watch the Debate With Our Columnists,"Follow along, and discuss, the second presidential debate with our columnists Frank Bruni, Roger Cohen, Gail Collins, and Ross Douthat","Watch, Debate, Columnists","the, With, Our","Watch, the, Debate, With, Our, Columnists","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
2016-10-10,"Ken Bone Is Closer to Deciding, After Debate","Many people were fascinated by Mr. Bone, the undecided voter in the red sweater who asked a policy question Sunday night.","Ken Bone Is Closer to Deciding, After Debate","Many people were fascinated by Mr Bone, the undecided voter in the red sweater who asked a policy question Sunday night","Ken, Bone, Closer, Deciding, ,, Debate","Is, to, After","Ken, Bone, Is, Closer, to, Deciding, ,, After, Debate","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.083, 'neu': 0.783, 'pos': 0.135, 'compound': 0.296}]",neu,0.0,0.296
2016-10-11,"Glenn Beck Says Opposing Trump Is ‘Moral, Ethical’ Even if It Means Clinton Wins","“If one helps to elect an immoral man to the highest office, then one is merely validating his immorality, lewdness, and depravity,” the conservative media personality wrote.","Glenn Beck Says Opposing Trump Is ‘Moral, Ethical’ Even if It Means Clinton Wins","“If one helps to elect an immoral man to the highest office, then one is merely validating his immorality, lewdness, and depravity,” the conservative media personality wrote","Glenn, Beck, Says, Opposing, Trump, ‘, Moral, ,, Ethical, ’, Means, Clinton, Wins","Is, Even, if, It","Glenn, Beck, Says, Opposing, Trump, Is, ‘, Moral, ,, Ethical, ’, Even, if, It, Means, Clinton, Wins","[{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.5719}]",neu,"[{'neg': 0.141, 'neu': 0.706, 'pos': 0.153, 'compound': 0.1027}]",neu,0.5719,0.1027
2016-10-11,Trump’s Threat to Jail Clinton Also Targets Democracy’s Institutions,"His claim at Sunday’s presidential debate was “a threat to the rule of law,” one political scientist said.",Trump’s Threat to Jail Clinton Also Targets Democracy’s Institutions,"His claim at Sunday’s presidential debate was “a threat to the rule of law,” one political scientist said","Trump, Threat, Jail, Clinton, Targets, Democracy, Institutions","’s, to, Also, ’s","Trump, ’s, Threat, to, Jail, Clinton, Also, Targets, Democracy, ’s, Institutions","[{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.5267}]",neu,"[{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.5267}]",neu,-0.5267,-0.5267
2016-10-11,Donald Trump Faltering? Die-Hard Fans Refuse to Buy It,"At Mr. Trump’s rallies, the candidate and the crowds draw energy and affirmation from one another, while dismissing any discouraging information.",Donald Trump Faltering? Die-Hard Fans Refuse to Buy It,"At Mr Trump’s rallies, the candidate and the crowds draw energy and affirmation from one another, while dismissing any discouraging information","Donald, Trump, Faltering, ?, Die, -, Hard, Fans, Refuse, Buy","to, It","Donald, Trump, Faltering, ?, Die, -, Hard, Fans, Refuse, to, Buy, It","[{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}]",neu,"[{'neg': 0.121, 'neu': 0.792, 'pos': 0.088, 'compound': -0.2023}]",neu,-0.296,-0.2023
2016-10-11,"Obama, in North Carolina, Lashes Trump as He Urges Blacks to Back Clinton",The president spoke at a town hall rally at North Carolina A&T University to persuade blacks to support Mrs. Clinton as strongly as they backed him.,"Obama, in North Carolina, Lashes Trump as He Urges Blacks to Back Clinton",The president spoke at a town hall rally at North Carolina A&T University to persuade blacks to support Mrs Clinton as strongly as they backed him,"Obama, ,, North, Carolina, ,, Lashes, Trump, Urges, Blacks, Clinton","in, as, He, to, Back","Obama, ,, in, North, Carolina, ,, Lashes, Trump, as, He, Urges, Blacks, to, Back, Clinton","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.5994}]",neu,0.0,0.5994
2016-10-11,"Threat to Jail Clinton Smacks of ‘Tin-Pot Dictators,’ Experts Say",The assertion takes its place in a litany of Mr. Trump’s statements that many legal specialists have portrayed as a threat to the rule of law.,"Threat to Jail Clinton Smacks of ‘Tin-Pot Dictators,’ Experts Say",The assertion takes its place in a litany of Mr Trump’s statements that many legal specialists have portrayed as a threat to the rule of law,"Threat, Jail, Clinton, Smacks, ‘, Tin, -, Pot, Dictators, ,, ’, Experts","to, of, Say","Threat, to, Jail, Clinton, Smacks, of, ‘, Tin, -, Pot, Dictators, ,, ’, Experts, Say","[{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.5267}]",neu,"[{'neg': 0.126, 'neu': 0.818, 'pos': 0.056, 'compound': -0.4404}]",neu,-0.5267,-0.4404
2016-10-11,"In Debate on Syria, It’s Trump vs. Pence, and Clinton vs. Obama","Donald J. Trump and Hillary Clinton struggled to explain how they would handle the war, but both broke from their allies.","In Debate on Syria, It’s Trump vs Pence, and Clinton vs Obama","Donald J Trump and Hillary Clinton struggled to explain how they would handle the war, but both broke from their allies","Debate, Syria, ,, Trump, vs, Pence, ,, Clinton, vs, Obama","In, on, It, ’s, and","In, Debate, on, Syria, ,, It, ’s, Trump, vs, Pence, ,, and, Clinton, vs, Obama","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.304, 'neu': 0.696, 'pos': 0.0, 'compound': -0.7814}]",neu,0.0,-0.7814
2016-10-11,"For China’s Leaders, U.S. Election Scandals Make the Case for One-Party Rule","Even before the most recent scandal involving Donald J. Trump, the Chinese news media has depicted him and Hillary Clinton as puppets of wealthy elites.","For China’s Leaders, U.S Election Scandals Make the Case for One-Party Rule","Even before the most recent scandal involving Donald J Trump, the Chinese news media has depicted him and Hillary Clinton as puppets of wealthy elites","China, Leaders, ,, U.S, Election, Scandals, Case, -, Party, Rule","For, ’s, Make, the, for, One","For, China, ’s, Leaders, ,, U.S, Election, Scandals, Make, the, Case, for, One, -, Party, Rule","[{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4939}]",neu,"[{'neg': 0.111, 'neu': 0.802, 'pos': 0.087, 'compound': -0.1725}]",neu,-0.4939,-0.1725
2016-10-11,Early Voting Could Point to Hillary Clinton Victory Well Before Nov. 8,"Democrats are requesting more absentee ballots than Republicans in Florida and have returned more ballots in North Carolina, good signs for Mrs. Clinton.",Early Voting Could Point to Hillary Clinton Victory Well Before Nov 8,"Democrats are requesting more absentee ballots than Republicans in Florida and have returned more ballots in North Carolina, good signs for Mrs Clinton","Early, Voting, Point, Hillary, Clinton, Victory, Nov, 8","Could, to, Well, Before","Early, Voting, Could, Point, to, Hillary, Clinton, Victory, Well, Before, Nov, 8","[{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2732}]",neu,"[{'neg': 0.091, 'neu': 0.799, 'pos': 0.11, 'compound': 0.1298}]",neu,0.2732,0.1298
2016-10-11,‘I’m the Last Thing Standing Between You and the Apocalypse’,Inside the final weeks of Hillary Clinton’s cautious — and surprisingly risky — campaign.,‘I’m the Last Thing Standing Between You and the Apocalypse’,Inside the final weeks of Hillary Clinton’s cautious — and surprisingly risky — campaign,"‘, Thing, Standing, Apocalypse, ’","I, ’m, the, Last, Between, You, and, the","‘, I, ’m, the, Last, Thing, Standing, Between, You, and, the, Apocalypse, ’","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.222, 'neu': 0.625, 'pos': 0.153, 'compound': -0.0}]",neu,0.0,-0.0
2016-10-11,"Was it a Depressing Week in Politics for Women, or a Great One?","Jodi Kantor and Susan Dominus discuss Sunday’s debate, the Trump tape and the prospect of a first gentleman.","Was it a Depressing Week in Politics for Women, or a Great One?","Jodi Kantor and Susan Dominus discuss Sunday’s debate, the Trump tape and the prospect of a first gentleman","Depressing, Week, Politics, Women, ,, Great, ?","Was, it, a, in, for, or, a, One","Was, it, a, Depressing, Week, in, Politics, for, Women, ,, or, a, Great, One, ?","[{'neg': 0.166, 'neu': 0.573, 'pos': 0.261, 'compound': 0.3612}]",neu,"[{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.296}]",neu,0.3612,0.296
2016-10-12,Can the U.S. Win This Election?,It will be a tragedy if little changes after all we’ve gone through.,Can the U.S Win This Election?,It will be a tragedy if little changes after all we’ve gone through,"U.S, Win, Election, ?","Can, the, This","Can, the, U.S, Win, This, Election, ?","[{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.5859}]",compound,"[{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.6597}]",neu,0.5859,-0.6597
2016-10-12,Answering the Call of the Election Season,"With their phones, app users can assess their own leanings, debate with others and share politically themed stickers as Election Day approaches.",Answering the Call of the Election Season,"With their phones, app users can assess their own leanings, debate with others and share politically themed stickers as Election Day approaches","Answering, Election, Season","the, Call, of, the","Answering, the, Call, of, the, Election, Season","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.296}]",neu,0.0,0.296
2016-10-12,John Podesta Says Russian Spies Hacked His Emails to Sway Election,"Hillary Clinton’s campaign chairman said that Russia, intent on swaying the election to Donald J. Trump, was behind the illegal breach of his account.",John Podesta Says Russian Spies Hacked His Emails to Sway Election,"Hillary Clinton’s campaign chairman said that Russia, intent on swaying the election to Donald J Trump, was behind the illegal breach of his account","John, Podesta, Says, Russian, Spies, Hacked, Emails, Sway, Election","His, to","John, Podesta, Says, Russian, Spies, Hacked, His, Emails, to, Sway, Election","[{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}]",neu,"[{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.5574}]",neu,-0.4019,-0.5574
2016-10-12,Russell Moore Can’t Support Either Candidate,"The preacher on Bible-belt racism, pro-Trump evangelicals and the relationship between the Republican Party and American evangelicalism.",Russell Moore Can’t Support Either Candidate,"The preacher on Bible-belt racism, pro-Trump evangelicals and the relationship between the Republican Party and American evangelicalism","Russell, Moore, Support, Candidate","Ca, n’t, Either","Russell, Moore, Ca, n’t, Support, Either, Candidate","[{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}]",neu,"[{'neg': 0.188, 'neu': 0.688, 'pos': 0.124, 'compound': -0.34}]",neu,0.4019,-0.34
2016-10-12,"In City Built by Immigrants, Immigration Is the Defining Political Issue","Many residents of Hazleton, Pa., who are losing ground, including Democrats, back Mr. Trump. Many who are prospering, including Republicans, support Clinton.","In City Built by Immigrants, Immigration Is the Defining Political Issue","Many residents of Hazleton, Pa., who are losing ground, including Democrats, back Mr Trump Many who are prospering, including Republicans, support Clinton","City, Built, Immigrants, ,, Immigration, Defining, Political, Issue","In, by, Is, the","In, City, Built, by, Immigrants, ,, Immigration, Is, the, Defining, Political, Issue","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.103, 'neu': 0.791, 'pos': 0.107, 'compound': 0.0258}]",neu,0.0,0.0258
2016-10-12,Donald Trump’s Weird World,The candidate’s willingness to act as a Kremlin apologist is baffling.,Donald Trump’s Weird World,The candidate’s willingness to act as a Kremlin apologist is baffling,"Donald, Trump, Weird, World",’s,"Donald, Trump, ’s, Weird, World","[{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.1779}]",neu,"[{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}]",neu,-0.1779,0.2732
2016-10-12,Obama Considers ‘Proportional’ Response to Russian Hacking in U.S. Election,"Much of the Russian efforts appear directed at undermining the campaigns of Hillary Clinton and other Democrats, and the topic has come up in presidential debates.",Obama Considers ‘Proportional’ Response to Russian Hacking in U.S Election,"Much of the Russian efforts appear directed at undermining the campaigns of Hillary Clinton and other Democrats, and the topic has come up in presidential debates","Obama, Considers, ‘, Proportional, ’, Response, Russian, Hacking, U.S, Election","to, in","Obama, Considers, ‘, Proportional, ’, Response, to, Russian, Hacking, in, U.S, Election","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.3612}]",neu,0.0,-0.3612
2016-10-12,Some in G.O.P. Who Deserted Donald Trump Over Lewd Tape Are Returning,Several House or Senate members reversed themselves and are again supporting Mr. Trump to try to keep Hillary Clinton out of the White House.,Some in G.O.P Who Deserted Donald Trump Over Lewd Tape Are Returning,Several House or Senate members reversed themselves and are again supporting Mr Trump to try to keep Hillary Clinton out of the White House,"G.O.P, Deserted, Donald, Trump, Lewd, Tape, Returning","Some, in, Who, Over, Are","Some, in, G.O.P, Who, Deserted, Donald, Trump, Over, Lewd, Tape, Are, Returning","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.4404}]",neu,0.0,0.4404
2016-10-12,Nine Ways to Teach Election 2016 in the E.L.L. Classroom,"Teaching ideas to help students learn about the U.S. system of government, develop critical thinking skills and acquire greater English proficiency.",Nine Ways to Teach Election 2016 in the E.L.L Classroom,"Teaching ideas to help students learn about the U.S system of government, develop critical thinking skills and acquire greater English proficiency","Ways, Teach, Election, 2016, E.L.L, Classroom","Nine, to, in, the","Nine, Ways, to, Teach, Election, 2016, in, the, E.L.L, Classroom","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.09, 'neu': 0.706, 'pos': 0.204, 'compound': 0.4404}]",neu,0.0,0.4404
2016-10-12,Group’s Tactic on Hillary Clinton: Sue Her Again and Again,"The nonprofit organization Judicial Watch has more than 20 active lawsuits involving the Democratic nominee, and has focused on the Clintons since its formation in 1994.",Group’s Tactic on Hillary Clinton: Sue Her Again and Again,"The nonprofit organization Judicial Watch has more than 20 active lawsuits involving the Democratic nominee, and has focused on the Clintons since its formation in 1994","Group, Tactic, Hillary, Clinton, :, Sue","’s, on, Her, Again, and, Again","Group, ’s, Tactic, on, Hillary, Clinton, :, Sue, Her, Again, and, Again","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.053, 'neu': 0.763, 'pos': 0.184, 'compound': 0.6077}]",neu,0.0,0.6077
2016-10-13,"Donald Trump, Slipping in Polls, Warns of ‘Stolen Election’","Mr. Trump’s claims highlight concerns that he may not accept a Clinton victory, potentially undermining the legitimacy of the election and the democratic process.","Donald Trump, Slipping in Polls, Warns of ‘Stolen Election’","Mr Trump’s claims highlight concerns that he may not accept a Clinton victory, potentially undermining the legitimacy of the election and the democratic process","Donald, Trump, ,, Slipping, Polls, ,, Warns, ‘, Stolen, Election, ’","in, of","Donald, Trump, ,, Slipping, in, Polls, ,, Warns, of, ‘, Stolen, Election, ’","[{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.1027}]",neu,"[{'neg': 0.173, 'neu': 0.738, 'pos': 0.089, 'compound': -0.3147}]",neu,-0.1027,-0.3147
2016-10-13,"As Donald Trump Stumbles, Hillary Clinton Watches Her Step","Encouraged by the polls, Mrs. Clinton is veering from standard end-of-campaign practice and keeping her schedule loose.","As Donald Trump Stumbles, Hillary Clinton Watches Her Step","Encouraged by the polls, Mrs Clinton is veering from standard end-of-campaign practice and keeping her schedule loose","Donald, Trump, Stumbles, ,, Hillary, Clinton, Watches, Step","As, Her","As, Donald, Trump, Stumbles, ,, Hillary, Clinton, Watches, Her, Step","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.116, 'neu': 0.758, 'pos': 0.126, 'compound': 0.0516}]",neu,0.0,0.0516
2016-10-13,Donald Trump Finds Improbable Ally in WikiLeaks,"Mr. Trump, his advisers and many supporters are seizing on emails from Hillary Clinton’s campaign that WikiLeaks has been publishing.",Donald Trump Finds Improbable Ally in WikiLeaks,"Mr Trump, his advisers and many supporters are seizing on emails from Hillary Clinton’s campaign that WikiLeaks has been publishing","Donald, Trump, Finds, Improbable, Ally, WikiLeaks",in,"Donald, Trump, Finds, Improbable, Ally, in, WikiLeaks","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}]",neu,0.0,0.4404
2016-10-13,"Voice Shaking, Michelle Obama Calls Trump Comments on Women ‘Intolerable’",The first lady exhorted voters in visceral terms to reject Donald J. Trump’s candidacy and back Hillary Clinton as a matter of conscience.,"Voice Shaking, Michelle Obama Calls Trump Comments on Women ‘Intolerable’",The first lady exhorted voters in visceral terms to reject Donald J Trump’s candidacy and back Hillary Clinton as a matter of conscience,"Voice, Shaking, ,, Michelle, Obama, Calls, Trump, Comments, Women, ‘, Intolerable, ’",on,"Voice, Shaking, ,, Michelle, Obama, Calls, Trump, Comments, on, Women, ‘, Intolerable, ’","[{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.1779}]",neu,"[{'neg': 0.113, 'neu': 0.84, 'pos': 0.046, 'compound': -0.3818}]",neu,-0.1779,-0.3818
2016-10-13,Trump Versus Twitter,Mr. Trump’s descriptions of sexual assault — and new allegations against him — have inspired inventive social-media responses.,Trump Versus Twitter,Mr Trump’s descriptions of sexual assault — and new allegations against him — have inspired inventive social-media responses,"Trump, Versus, Twitter",,"Trump, Versus, Twitter","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.181, 'neu': 0.667, 'pos': 0.152, 'compound': -0.1531}]",neu,0.0,-0.1531
2016-10-13,The Obscure Lawyer Who Became Donald Trump’s TV Attack Dog,"A lawyer and executive at an investment firm, Boris Epshteyn has appeared more than 100 times on major networks on behalf of the presidential candidate.",The Obscure Lawyer Who Became Donald Trump’s TV Attack Dog,"A lawyer and executive at an investment firm, Boris Epshteyn has appeared more than 100 times on major networks on behalf of the presidential candidate","Obscure, Lawyer, Donald, Trump, TV, Attack, Dog","The, Who, Became, ’s","The, Obscure, Lawyer, Who, Became, Donald, Trump, ’s, TV, Attack, Dog","[{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,-0.4767,0.0
2016-10-13,How Red States Turn Blue (and Vice Versa),Politics can change more radically and rapidly than we often assume.,How Red States Turn Blue (and Vice Versa),Politics can change more radically and rapidly than we often assume,"Red, States, Turn, Blue, (, Vice, Versa, )","How, and","How, Red, States, Turn, Blue, (, and, Vice, Versa, )","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
2016-10-13,"And Now, the Good News Is …",Always look on the bright side of Donald Trump.,"And Now, the Good News Is …",Always look on the bright side of Donald Trump,",, Good, News, …","And, Now, the, Is","And, Now, ,, the, Good, News, Is, …","[{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}]",neu,"[{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}]",neu,0.4404,0.4404
2016-10-13,A Politics Nerd and Amateur Astronomer on Why Pennsylvania Is Center of Universe,A conservative data enthusiast discusses a G.O.P. quest and his creation of an alternative to The Associated Press in reporting election results.,A Politics Nerd and Amateur Astronomer on Why Pennsylvania Is Center of Universe,A conservative data enthusiast discusses a G.O.P quest and his creation of an alternative to The Associated Press in reporting election results,"Politics, Nerd, Amateur, Astronomer, Pennsylvania, Center, Universe","A, and, on, Why, Is, of","A, Politics, Nerd, and, Amateur, Astronomer, on, Why, Pennsylvania, Is, Center, of, Universe","[{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}]",neu,"[{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.5574}]",neu,-0.296,0.5574
2016-10-13,"Donald Trump, Unshackled and Unhinged","He still has a chance to turn things around, but he’s showing no inclination that he wants to.","Donald Trump, Unshackled and Unhinged","He still has a chance to turn things around, but he’s showing no inclination that he wants to","Donald, Trump, ,, Unshackled, Unhinged",and,"Donald, Trump, ,, Unshackled, and, Unhinged","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.145, 'neu': 0.777, 'pos': 0.078, 'compound': -0.3182}]",neu,0.0,-0.3182
2016-10-14,Is G.O.P. Dodging a Landslide? Trump’s Polling Hasn’t Collapsed (Yet),There aren’t yet many signs that the bottom has fallen out for either Mr. Trump or the Republican Senate candidates in key states.,Is G.O.P Dodging a Landslide? Trump’s Polling Hasn’t Collapsed (Yet),There aren’t yet many signs that the bottom has fallen out for either Mr Trump or the Republican Senate candidates in key states,"G.O.P, Dodging, Landslide, ?, Trump, Polling, Collapsed, (, )","Is, a, ’s, Has, n’t, Yet","Is, G.O.P, Dodging, a, Landslide, ?, Trump, ’s, Polling, Has, n’t, Collapsed, (, Yet, )","[{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.3612}]",neu,"[{'neg': 0.102, 'neu': 0.898, 'pos': 0.0, 'compound': -0.3612}]",neu,-0.3612,-0.3612
2016-10-14,"Donald Trump Assails His Accusers as Liars, and Unattractive","Mr. Trump attacked the women accusing him of inappropriate sexual advances, while claiming that the news media and Hillary Clinton were conspiring against him.","Donald Trump Assails His Accusers as Liars, and Unattractive","Mr Trump attacked the women accusing him of inappropriate sexual advances, while claiming that the news media and Hillary Clinton were conspiring against him","Donald, Trump, Assails, Accusers, Liars, ,, Unattractive","His, as, and","Donald, Trump, Assails, His, Accusers, as, Liars, ,, and, Unattractive","[{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.743}]",neu,"[{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.5719}]",neu,-0.743,-0.5719
2016-10-14,"After Donald Trump, Will More Women Believe Their Own Stories?",This week’s wave of claims against the Republican nominee suggest the possibility of a shift in how women think about sexual assault.,"After Donald Trump, Will More Women Believe Their Own Stories?",This week’s wave of claims against the Republican nominee suggest the possibility of a shift in how women think about sexual assault,"Donald, Trump, ,, Women, Believe, Stories, ?","After, Will, More, Their, Own","After, Donald, Trump, ,, Will, More, Women, Believe, Their, Own, Stories, ?","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.5859}]",neu,0.0,-0.5859
2016-10-14,Who Is to Blame for Trump’s Polling?,"If you ask the candidate, anyone or anything other than himself is to blame for his standing in the polls. The New York Times gives Hillary Clinton an 89 percent chance of winning the election.",Who Is to Blame for Trump’s Polling?,"If you ask the candidate, anyone or anything other than himself is to blame for his standing in the polls The New York Times gives Hillary Clinton an 89 percent chance of winning the election","Blame, Trump, Polling, ?","Who, Is, to, for, ’s","Who, Is, to, Blame, for, Trump, ’s, Polling, ?","[{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.34}]",neu,"[{'neg': 0.06, 'neu': 0.804, 'pos': 0.136, 'compound': 0.4588}]",neu,-0.34,0.4588
2016-10-14,Where’s the Love for Trump? Not in Ads for G.O.P. Candidates,Some Republicans running for the House and Senate did not mention of Donald Trump in political advertising because it would hurt them with undecided voters.,Where’s the Love for Trump? Not in Ads for G.O.P Candidates,Some Republicans running for the House and Senate did not mention of Donald Trump in political advertising because it would hurt them with undecided voters,"Love, Trump, ?, Ads, G.O.P, Candidates","Where, ’s, the, for, Not, in, for","Where, ’s, the, Love, for, Trump, ?, Not, in, Ads, for, G.O.P, Candidates","[{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}]",neu,"[{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.6486}]",neu,0.6369,-0.6486
2016-10-14,The Clinton Agenda,A large margin of victory will be needed for an effective presidency.,The Clinton Agenda,A large margin of victory will be needed for an effective presidency,"Clinton, Agenda",The,"The, Clinton, Agenda","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4767}]",neu,0.0,0.4767
2016-10-14,"Ivanka Trump Hits Trail, With No Sign of Campaign Turbulence","On a stage-managed swing through the Philadelphia suburbs, Ms. Trump avoided mentioning accusations that her father had groped women.","Ivanka Trump Hits Trail, With No Sign of Campaign Turbulence","On a stage-managed swing through the Philadelphia suburbs, Ms Trump avoided mentioning accusations that her father had groped women","Ivanka, Trump, Hits, Trail, ,, Sign, Campaign, Turbulence","With, No, of","Ivanka, Trump, Hits, Trail, ,, With, No, Sign, of, Campaign, Turbulence","[{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}]",neu,"[{'neg': 0.227, 'neu': 0.773, 'pos': 0.0, 'compound': -0.5719}]",neu,-0.296,-0.5719
2016-10-14,Evan McMullin’s Moonshot White House Bid Has Utah’s Attention,"A 40-year-old Brigham Young graduate has little money and no major-party backing, but he holds a certain appeal for “Never Trump” conservatives.",Evan McMullin’s Moonshot White House Bid Has Utah’s Attention,"A 40-year-old Brigham Young graduate has little money and no major-party backing, but he holds a certain appeal for “Never Trump” conservatives","Evan, McMullin, Moonshot, White, House, Bid, Utah, Attention","’s, Has, ’s","Evan, McMullin, ’s, Moonshot, White, House, Bid, Has, Utah, ’s, Attention","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.066, 'neu': 0.767, 'pos': 0.167, 'compound': 0.3031}]",neu,0.0,0.3031
2016-10-14,House Republicans in Close Races Worry Trump’s Problems May Hurt Them,"Some lawmakers are distancing themselves from the top of the ticket, but many analysts say there is scant evidence that voters will penalize them.",House Republicans in Close Races Worry Trump’s Problems May Hurt Them,"Some lawmakers are distancing themselves from the top of the ticket, but many analysts say there is scant evidence that voters will penalize them","House, Republicans, Close, Races, Worry, Trump, Problems, Hurt","in, ’s, May, Them","House, Republicans, in, Close, Races, Worry, Trump, ’s, Problems, May, Hurt, Them","[{'neg': 0.529, 'neu': 0.471, 'pos': 0.0, 'compound': -0.8402}]",neg,"[{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.1027}]",neu,-0.8402,0.1027
2016-10-14,"Clinton, Trump, Cuba: Your Friday Evening Briefing",Here’s what you need to know at the end of the day.,"Clinton, Trump, Cuba: Your Friday Evening Briefing",Here’s what you need to know at the end of the day,"Clinton, ,, Trump, ,, Cuba, :, Friday, Evening, Briefing",Your,"Clinton, ,, Trump, ,, Cuba, :, Your, Friday, Evening, Briefing","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
